File Name;X;Y;Width;Height;TS Color;Shape;Class ID;Lightning;Image Source
'DSC-0150.jpg';1390;1092;40;40;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0151.jpg';1288;953;71;69;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0152.jpg';1171;974;72;72;Yellow;'Pentagon';9;'Day Light';'Mobile Phone Camera'
'DSC-0152.jpg';2188;1118;32;49;Blue;'Rectangle';4;'Day Light';'Mobile Phone Camera'
'DSC-0153.jpg';2142;1076;39;59;Blue;'Rectangle';4;'Day Light';'Mobile Phone Camera'
'DSC-0153.jpg';576;852;112;113;Yellow;'Pentagon';9;'Day Light';'Mobile Phone Camera'
'DSC-0325.jpg';1366;937;101;104;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0326.jpg';928;747;197;188;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0328.jpg';1098;898;164;154;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0329.jpg';952;999;82;82;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0330.jpg';1269;869;126;125;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0331.jpg';865;1015;118;113;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0332.jpg';685;1111;133;132;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0333.jpg';3213;639;240;240;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'P1830919.jpg';956;979;165;168;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830920.jpg';1805;1401;79;80;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830921.jpg';2635;1692;176;177;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830923.jpg';1701;1362;115;104;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830924.jpg';1809;1620;16;15;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830924.jpg';1811;1603;14;14;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830924.jpg';1829;1535;21;21;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830924.jpg';2009;1535;21;21;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830925.jpg';2082;1635;26;26;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830925.jpg';2049;1737;18;18;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830925.jpg';2051;1714;17;17;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830926.jpg';2096;1592;29;29;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830926.jpg';2096;1628;29;29;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830926.jpg';2156;1481;38;39;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830926.jpg';2470;1474;39;39;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830927.jpg';1971;1378;96;96;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830927.jpg';2760;1366;97;97;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830927.jpg';1546;1692;125;124;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830927.jpg';1547;1550;125;125;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830928.jpg';1730;1435;52;53;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830929.jpg';1400;1302;99;99;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830930.jpg';1671;1424;54;52;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830931.jpg';788;1440;108;103;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830931.jpg';1896;1205;53;52;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830932.jpg';1866;1780;33;33;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830932.jpg';1866;1742;33;33;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830933.jpg';1825;1621;43;42;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830933.jpg';1826;1670;40;40;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830934.jpg';1677;1642;59;59;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830934.jpg';1678;1576;57;57;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830935.jpg';1565;1594;92;91;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830935.jpg';2505;1577;30;28;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830936.jpg';2490;1605;37;36;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830936.jpg';1047;1488;151;147;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830937.jpg';2487;1490;51;49;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830938.jpg';2416;1079;117;117;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830939.jpg';3980;1099;146;146;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830940.jpg';2126;1655;77;92;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830940.jpg';2120;1554;83;91;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830940.jpg';2556;1539;22;26;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830940.jpg';387;1575;49;51;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830941.jpg';2068;1537;102;102;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830942.jpg';744;541;472;472;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830942.jpg';2367;1123;40;37;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830942.jpg';2022;1329;31;30;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830943.jpg';1862;1161;40;40;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830943.jpg';2302;817;60;61;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830944.jpg';2178;1485;61;61;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830944.jpg';2793;631;138;139;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830945.jpg';2395;1187;94;92;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830946.jpg';3346;947;143;143;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830947.jpg';1603;1203;99;99;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830947.jpg';1716;1314;73;78;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830948.jpg';1762;1154;91;91;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830948.jpg';1592;1009;121;121;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830948.jpg';3141;711;92;94;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830949.jpg';1009;712;241;239;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830949.jpg';3788;502;140;141;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830949.jpg';1692;1119;140;142;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830950.jpg';1;1;394;408;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830950.jpg';1536;866;184;184;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830950.jpg';4189;147;177;173;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830951.jpg';3845;857;234;234;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830952.jpg';1924;1346;89;89;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830952.jpg';1940;1249;65;88;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830952.jpg';2324;1254;45;46;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830953.jpg';2243;1346;51;51;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830953.jpg';1704;1437;116;115;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830953.jpg';1725;1312;87;114;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830954.jpg';1594;1211;199;199;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830954.jpg';1623;1000;159;198;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830954.jpg';2579;1155;64;64;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830955.jpg';2718;1079;73;73;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830955.jpg';1261;1062;296;295;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830955.jpg';1305;747;238;293;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830955.jpg';1194;1350;28;28;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830955.jpg';1194;1385;29;29;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830956.jpg';4028;947;201;201;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830957.jpg';2100;1498;50;46;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830957.jpg';1345;1334;316;324;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830958.jpg';1349;1369;167;148;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830959.jpg';458;781;283;251;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830960.jpg';325;1837;91;88;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830960.jpg';325;1746;87;83;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830961.jpg';705;1532;134;136;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830961.jpg';712;1678;132;135;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830962.jpg';2422;1668;142;142;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830963.jpg';50;2090;199;195;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830963.jpg';47;1874;200;197;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830964.jpg';2667;703;136;136;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830965.jpg';663;1586;101;82;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830965.jpg';3229;1304;157;157;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830966.jpg';1875;1769;179;178;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830966.jpg';1880;1574;176;181;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830966.jpg';496;1721;70;104;Blue;'Rectangle';4;'Day Light';'Panasonic Camera'
'P1830967.jpg';634;1622;75;118;Blue;'Rectangle';4;'Day Light';'Panasonic Camera'
'P1830967.jpg';2361;1593;244;244;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830967.jpg';2362;1324;246;250;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830968.jpg';889;1534;128;197;Blue;'Rectangle';4;'Day Light';'Panasonic Camera'
'P1830969.jpg';3042;1538;45;71;Blue;'Rectangle';4;'Day Light';'Panasonic Camera'
'P1830969.jpg';1280;1600;77;77;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830969.jpg';2667;1244;55;51;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830969.jpg';1934;1388;31;31;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1830970.jpg';2979;1473;71;71;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830970.jpg';1065;1907;118;117;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830970.jpg';3546;1856;64;97;Blue;'Rectangle';4;'Day Light';'Panasonic Camera'
'P1830970.jpg';2026;1644;40;40;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1830970.jpg';643;1956;44;65;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830971.jpg';2864;1302;445;446;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830972.jpg';1;792;234;328;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830973.jpg';95;1025;374;394;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830974.jpg';1337;1580;206;207;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830974.jpg';3039;939;99;117;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830975.jpg';1155;1349;230;191;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830975.jpg';1167;1136;214;226;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1830975.jpg';2635;1749;55;52;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830975.jpg';2178;1988;47;43;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830976.jpg';609;1187;202;175;Red;'Flip Triangle';6;'Day Light';'Panasonic Camera'
'P1830976.jpg';793;508;107;143;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1830977.jpg';645;1074;181;278;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1830978.jpg';1224;1460;258;254;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1830979.jpg';2649;1891;116;116;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1830979.jpg';3200;1204;517;517;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1830980.jpg';151;865;267;261;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1830980.jpg';4062;850;242;246;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830981.jpg';1366;712;380;461;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830981.jpg';2301;1662;91;90;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830982.jpg';686;1287;165;163;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830982.jpg';1679;1535;52;54;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830982.jpg';2670;1517;36;52;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830983.jpg';581;1232;132;140;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830983.jpg';2887;1299;84;110;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830984.jpg';3674;1382;133;169;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830985.jpg';786;1321;219;216;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830986.jpg';160;1126;305;297;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830987.jpg';272;898;273;394;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830988.jpg';77;864;425;563;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830989.jpg';2992;1844;139;138;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1830990.jpg';3147;1846;200;200;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1830991.jpg';3542;1613;339;335;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1830992.jpg';2360;1415;116;117;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830993.jpg';1547;1402;152;154;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830993.jpg';2003;1712;68;69;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830994.jpg';1666;1637;82;82;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830994.jpg';665;1039;271;265;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830995.jpg';80;727;750;731;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1830995.jpg';2644;1894;54;57;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1830996.jpg';1224;1450;114;129;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830997.jpg';922;1028;166;189;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830998.jpg';425;784;248;287;Red;'Octagon';10;'Day Light';'Panasonic Camera'
'P1830999.jpg';93;772;360;375;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840001.jpg';893;1431;134;133;Red;'Directive No';2;'Day Light';'Panasonic Camera'
'P1840002.jpg';188;1458;222;218;Red;'Directive No';2;'Day Light';'Panasonic Camera'
'P1840002.jpg';1298;1891;71;89;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840003.jpg';422;663;339;370;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840004.jpg';129;366;471;512;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840005.jpg';4205;1461;127;214;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840006.jpg';2033;1911;150;153;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1840006.jpg';2668;1589;253;286;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840007.jpg';1349;1788;121;123;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840007.jpg';3572;1737;156;173;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840007.jpg';699;1719;149;159;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840007.jpg';1702;1987;92;91;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840007.jpg';1702;1877;92;93;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840007.jpg';3259;1701;102;99;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840008.jpg';3412;1425;122;135;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840008.jpg';3964;1394;214;231;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840008.jpg';1084;1560;149;153;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840008.jpg';1554;1681;109;108;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840008.jpg';1557;1809;108;108;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840009.jpg';1310;1580;159;157;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840009.jpg';1307;1395;161;158;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840009.jpg';295;1053;272;269;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840009.jpg';4284;936;213;226;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840011.jpg';420;1407;300;296;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840011.jpg';3390;1942;81;84;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840011.jpg';1344;1817;109;127;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840011.jpg';1416;1964;74;74;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840011.jpg';1672;2041;52;55;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840011.jpg';2529;1951;35;35;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840012.jpg';618;1696;75;83;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840012.jpg';1237;1783;55;53;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1840012.jpg';2111;1034;124;126;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840012.jpg';2707;1752;40;42;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840012.jpg';3020;1671;46;71;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840012.jpg';1416;1749;59;62;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840012.jpg';3495;1468;133;147;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840012.jpg';2849;1688;61;74;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840012.jpg';4286;1304;175;173;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840012.jpg';1500;1885;37;37;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840013.jpg';2270;1883;121;121;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840013.jpg';3334;1866;156;177;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1840013.jpg';3666;1894;127;141;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1840013.jpg';3673;1480;88;178;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840014.jpg';2212;1377;170;171;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840014.jpg';4199;1274;255;310;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1840014.jpg';4376;1399;182;218;Red;'No Entry';8;'Day Light';'Panasonic Camera'
'P1840015.jpg';3284;1356;190;198;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840015.jpg';1240;1325;75;76;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840016.jpg';417;967;430;432;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840016.jpg';3932;1517;102;99;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840017.jpg';179;1285;174;175;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840017.jpg';866;2005;102;102;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840017.jpg';3410;1280;174;170;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840018.jpg';47;1519;251;244;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840018.jpg';4010;1457;169;181;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840019.jpg';2591;1460;192;214;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840019.jpg';2329;2203;175;179;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840020.jpg';2870;1142;606;607;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840021.jpg';51;682;995;940;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840022.jpg';900;173;661;634;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840023.jpg';1236;604;210;207;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840023.jpg';1986;1855;39;43;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840024.jpg';1282;1459;103;111;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840024.jpg';2634;1419;107;118;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840024.jpg';2845;1836;152;148;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1840025.jpg';3296;1817;270;271;Blue;'Blue Circle';5;'Day Light';'Panasonic Camera'
'P1840025.jpg';1044;1331;132;146;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840025.jpg';2841;1278;149;164;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840026.jpg';575;1066;185;206;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840026.jpg';3173;959;227;247;Yellow;'Pentagon';9;'Day Light';'Panasonic Camera'
'P1840027.jpg';944;1252;263;261;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840028.jpg';305;621;503;499;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840029.jpg';1085;1179;291;294;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840030.jpg';1149;1511;202;203;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840030.jpg';3425;1775;61;60;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840031.jpg';659;1505;266;266;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840032.jpg';214;903;427;425;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840032.jpg';3821;1698;67;73;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840033.jpg';313;1043;489;488;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840034.jpg';1264;930;211;208;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840034.jpg';1266;1213;71;72;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840034.jpg';1447;1175;102;126;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840034.jpg';1539;1202;96;93;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840035.jpg';1754;1545;95;110;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840035.jpg';1264;1142;282;282;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840035.jpg';1449;1561;57;85;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840036.jpg';988;1043;355;350;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840036.jpg';1675;1596;121;121;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840036.jpg';1323;1613;92;91;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840037.jpg';365;330;590;589;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840037.jpg';1370;1378;111;112;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840037.jpg';1788;1347;145;147;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840037.jpg';2035;1592;58;55;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840038.jpg';1298;856;282;280;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840038.jpg';491;913;220;215;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840038.jpg';1666;1131;227;212;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840038.jpg';2174;1494;45;55;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840039.jpg';421;345;435;435;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840039.jpg';1863;1356;79;78;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840039.jpg';1370;959;268;262;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840040.jpg';437;842;529;514;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840040.jpg';1828;1725;114;112;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840040.jpg';2249;1935;64;65;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840040.jpg';2244;1861;65;65;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840041.jpg';2544;1653;50;82;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840041.jpg';2547;1746;47;80;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840041.jpg';2455;1621;41;42;Red;'Red Circle';1;'Day Light';'Panasonic Camera'
'P1840041.jpg';538;1006;327;333;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840041.jpg';2571;1176;60;60;Red;'Regulatory No';7;'Day Light';'Panasonic Camera'
'P1840042.jpg';2902;1796;183;183;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840042.jpg';2898;1595;183;183;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840043.jpg';2509;1312;249;254;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840043.jpg';2505;1590;254;254;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840044.jpg';2714;1551;309;312;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840044.jpg';2717;1209;307;312;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
'P1840045.jpg';1500;997;249;483;Yellow;'Diamond';3;'Day Light';'Panasonic Camera'
