File Name;Sign Type;Sign Group;Sign Class;TS Class;Class ID;Lightning;Image Source
'DSC-0329_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Mobile Phone Camera'
'DSC-0330_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Mobile Phone Camera'
'DSC-0331_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Mobile Phone Camera'
'DSC-0332_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0333_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Mobile Phone Camera'
'P1830919_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Panasonic Camera'
'P1830920_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830921_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830923_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830924_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830924_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830924_3.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830924_4.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830925_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830925_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830925_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830926_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830926_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830926_3.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830926_4.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830927_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830927_2.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830927_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830927_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830928_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830929_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830930_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830931_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830931_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830932_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830932_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830933_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830933_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830934_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830934_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830935_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1830935_2.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830936_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830936_2.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1830937_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830938_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1830939_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830940_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830940_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830940_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830940_50.jpg';'RP';6;2;'RP',6,2;13;'Day Light';'Panasonic Camera'
'P1830941_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1830942_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1830942_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830942_50.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830943_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830943_2.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830944_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830944_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830945_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830946_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830947_1.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830947_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Panasonic Camera'
'P1830948_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Panasonic Camera'
'P1830948_2.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830948_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830949_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830949_2.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830949_3.jpg';'T';1;1;'T',1,1;34;'Day Light';'Panasonic Camera'
'P1830950_1.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830950_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Panasonic Camera'
'P1830950_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830951_1.jpg';'WD';27;5;'WD',27,5;54;'Day Light';'Panasonic Camera'
'P1830952_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830952_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830952_3.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830953_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830953_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830953_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830954_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830954_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830954_3.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830955_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830955_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830955_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830955_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830955_5.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830956_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Panasonic Camera'
'P1830957_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830957_2.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1830958_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830959_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830960_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830960_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830961_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830961_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830962_1.jpg';'WD';27;5;'WD',27,5;54;'Day Light';'Panasonic Camera'
'P1830963_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830963_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830964_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830965_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830965_2.jpg';'RP';7;50;'RP',7,50;21;'Day Light';'Panasonic Camera'
'P1830966_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830966_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830966_3.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Panasonic Camera'
'P1830967_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Panasonic Camera'
'P1830967_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830967_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1830968_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Panasonic Camera'
'P1830969_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Panasonic Camera'
'P1830969_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830969_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830969_50.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1830970_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830970_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830970_3.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Panasonic Camera'
'P1830970_50.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1830970_51.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1830971_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830972_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830973_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1830974_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1830974_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830975_1.jpg';'RP';7;50;'RP',7,50;21;'Day Light';'Panasonic Camera'
'P1830975_2.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1830975_50.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830975_51.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1830976_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1830976_50.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1830977_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1830978_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1830979_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1830979_2.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1830980_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1830980_2.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830981_1.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Panasonic Camera'
'P1830981_2.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830982_1.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Panasonic Camera'
'P1830982_2.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830982_50.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Panasonic Camera'
'P1830983_1.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830983_2.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Panasonic Camera'
'P1830984_1.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Panasonic Camera'
'P1830985_1.jpg';'WD';31;1;'WD',31,1;60;'Day Light';'Panasonic Camera'
'P1830986_1.jpg';'WD';31;1;'WD',31,1;60;'Day Light';'Panasonic Camera'
'P1830987_1.jpg';'WD';27;3;'WD',27,3;53;'Day Light';'Panasonic Camera'
'P1830988_1.jpg';'WD';27;3;'WD',27,3;53;'Day Light';'Panasonic Camera'
'P1830989_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Panasonic Camera'
'P1830990_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Panasonic Camera'
'P1830991_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Panasonic Camera'
'P1830992_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1830993_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1830993_2.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1830994_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1830994_2.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1830995_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1830995_2.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1830996_1.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830997_1.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830998_1.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Panasonic Camera'
'P1830999_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840001_1.jpg';'RP';2;1;'RP',2,1;7;'Day Light';'Panasonic Camera'
'P1840002_1.jpg';'RP';2;1;'RP',2,1;7;'Day Light';'Panasonic Camera'
'P1840002_2.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840003_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840004_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840005_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840006_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1840006_2.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840007_1.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840007_2.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840007_3.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840007_4.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840007_5.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840007_6.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840008_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840008_2.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840008_3.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840008_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840008_5.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840009_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840009_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840009_3.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840009_4.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840011_1.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840011_2.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840011_3.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840011_4.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840011_5.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840011_6.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1840012_1.jpg';'RP';6;4;'RP',6,4;15;'Day Light';'Panasonic Camera'
'P1840012_10.jpg';'RM';1;7;'RM',1,7;4;'Day Light';'Panasonic Camera'
'P1840012_2.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840012_3.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840012_4.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840012_5.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840012_6.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840012_7.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840012_8.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840012_9.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840013_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840013_2.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1840013_3.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1840013_4.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840014_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840014_2.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1840014_3.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Panasonic Camera'
'P1840015_1.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840015_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840016_1.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840016_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840017_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840017_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840017_3.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840018_1.jpg';'WD';8;1;'WD',8,1;39;'Day Light';'Panasonic Camera'
'P1840018_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840019_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840019_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840020_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840021_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840022_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840023_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840023_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840024_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840024_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840024_3.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Panasonic Camera'
'P1840025_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Panasonic Camera'
'P1840025_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840025_3.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840026_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840026_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Panasonic Camera'
'P1840027_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Panasonic Camera'
'P1840028_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Panasonic Camera'
'P1840029_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840030_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840030_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840031_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840032_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840032_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840033_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840034_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1840034_2.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840034_3.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1840034_4.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840035_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840035_2.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1840035_3.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840036_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1840036_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840036_3.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840037_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Panasonic Camera'
'P1840037_2.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840037_3.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840037_4.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840038_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840038_2.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840038_3.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1840038_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840039_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840039_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840039_3.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1840040_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Panasonic Camera'
'P1840040_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840040_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840040_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840041_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840041_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840041_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840041_4.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840041_5.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Panasonic Camera'
'P1840042_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840042_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840043_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840043_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840044_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840044_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840045_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1840046_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1840046_2.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1840047_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1840047_2.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1840048_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1840048_2.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1840049_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Panasonic Camera'
'P1840050_1.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Panasonic Camera'
'P1840051_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840051_50.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840052_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840052_50.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Panasonic Camera'
'P1840053_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1840054_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Panasonic Camera'
'P1840055_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840055_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840055_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840055_4.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
'P1840055_5.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840056_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840056_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Panasonic Camera'
'P1840056_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840056_4.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Panasonic Camera'
'P1840056_5.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Panasonic Camera'
