filename,Class ID,xmin,ymin,xmax,ymax
P1830970.jpg,16,2979,1473,3050,1544
P1830974.jpg,16,3039,939,3138,1056
P1830975.jpg,16,2635,1749,2690,1801
P1840015.jpg,16,1240,1325,1315,1401
P1840016.jpg,16,3932,1517,4034,1616
P1840017.jpg,16,179,1285,353,1460
P1840017.jpg,16,866,2005,968,2107
P1840023.jpg,16,1236,604,1446,811
P1840041.jpg,16,2455,1621,2496,1663
P1840051.jpg,16,1599,1357,1767,1524
P1840052.jpg,16,1442,1254,1683,1493
P1840055.jpg,16,1497,1499,1534,1535
P1840056.jpg,16,1276,1128,1306,1164
P1840056.jpg,16,2045,1198,2085,1236
P1840057.jpg,16,32,1886,127,2004
P1840057.jpg,16,2546,1933,2696,2082
P1840058.jpg,16,293,2489,384,2590
P1840081.jpg,16,3160,1845,3215,1902
P1840082.jpg,16,2408,1406,2471,1467
P1840083.jpg,16,3362,1065,3454,1155
P1840084.jpg,16,4439,1031,4564,1152
P1840089.jpg,16,1298,1750,1421,1904
P1840090.jpg,16,4290,1521,4333,1578
P1840091.jpg,16,3609,1071,3659,1148
P1840093.jpg,16,2202,919,2352,1071
P1840098.jpg,16,257,1436,455,1628
P1840106.jpg,16,1267,1647,1374,1754
P1840111.jpg,16,1967,1518,2034,1587
P1840111.jpg,16,2156,1073,2213,1128
P1840112.jpg,16,2381,778,2467,864
P1840112.jpg,16,2434,2113,2462,2148
P1840113.jpg,16,2106,2007,2174,2073
P1840113.jpg,16,1852,2194,1874,2216
P1840114.jpg,16,1947,2094,2036,2183
P1840115.jpg,16,2186,1256,2252,1321
P1840116.jpg,16,3586,1,3818,240
P1840143.jpg,16,2382,1470,2442,1529
P1840143.jpg,16,2385,1754,2431,1800
P1840144.jpg,16,2504,1422,2580,1498
P1840145.jpg,16,2496,1554,2563,1621
P1840146.jpg,16,2660,541,2817,698
P1840150.jpg,16,2476,2050,2512,2084
P1840151.jpg,16,2093,1722,2141,1767
P1840152.jpg,16,1816,1598,1868,1650
P1840153.jpg,16,2417,1880,2477,1940
P1840154.jpg,16,1675,911,1791,1024
P1840165.jpg,16,2911,1422,3125,1636
P1840173.jpg,16,4319,806,4494,980
P1840193.jpg,16,1067,83,1527,539
P1840227.jpg,16,572,2182,721,2325
P1840227.jpg,16,1413,724,1598,910
P1840242.jpg,16,4448,992,4548,1095
P1840244.jpg,16,1621,782,1757,920
P1840245.jpg,16,1405,604,1565,765
P1840246.jpg,16,2858,631,3087,872
P1840261.jpg,16,2050,1360,2184,1488
P1840323.jpg,16,2284,1000,2441,1156
P1840346.jpg,16,3618,983,3810,1173
P1840347.jpg,16,3920,787,4179,1034
P1840349.jpg,16,2849,1049,2914,1140
P1840350.jpg,16,1370,626,1515,828
P1840356.jpg,16,3932,1660,4059,1784
P1840357.jpg,16,667,1127,968,1428
P1840358.jpg,16,4314,576,4515,768
P1840359.jpg,16,4232,355,4464,582
P1840378.jpg,16,551,1513,614,1573
P1840426.jpg,16,3547,752,3660,872
P1840440.jpg,16,2227,2017,2273,2063
P1840441.jpg,16,1,1996,62,2074
P1840441.jpg,16,102,1965,149,2012
P1840442.jpg,16,2377,1610,2447,1683
P1840443.jpg,16,2502,1394,2597,1490
P1840444.jpg,16,2351,1032,2596,1279
P1840445.jpg,16,954,1863,1058,1965
P1840445.jpg,16,2757,1858,2857,1958
P1840446.jpg,16,501,1874,632,2003
P1840446.jpg,16,2746,1863,2871,1985
P1840447.jpg,16,2476,1039,2657,1224
P1840448.jpg,16,2933,1,3245,267
P1840449.jpg,16,2883,1570,2934,1622
P1840504.jpg,16,2222,934,2523,1228
P1840505.jpg,16,1630,2202,1733,2276
P1840511.jpg,16,1305,1143,1418,1252
P1840524.jpg,16,2171,1831,2206,1866
P1840525.jpg,16,2281,1743,2319,1779
P1840526.jpg,16,3451,779,3747,1076
P1840527.jpg,16,1396,1093,1566,1258
P1840528.jpg,16,993,592,1210,810
P1840529.jpg,16,645,1459,965,1776
P1840529.jpg,16,966,1601,1052,1687
P1840530.jpg,16,1353,1638,1424,1733
P1840530.jpg,16,3377,1678,3485,1781
P1840531.jpg,16,1372,805,1551,996
P1840531.jpg,16,3472,1915,3520,1961
P1840532.jpg,16,1786,1,2133,301
P1840543.jpg,16,2402,1094,2507,1200
P1840544.jpg,16,2158,1247,2291,1381
P1840545.jpg,16,1811,940,1993,1125
P1840546.jpg,16,1025,485,1349,805
P1840574.jpg,16,4121,1884,4185,1954
P1840577.jpg,16,2144,1593,2265,1715
P1840581.jpg,16,2225,1040,2485,1300
P1840582.jpg,16,2169,1336,2336,1501
P1860085.jpg,16,2127,468,2302,643
P1860088.jpg,16,1881,2241,1931,2292
P1860088.jpg,16,2386,1693,2505,1814
P1860089.jpg,16,1860,2413,1921,2475
P1860089.jpg,16,2599,1367,2799,1564
P1860337.jpg,16,1,834,344,1198
P1860339.jpg,16,1737,996,1817,1078
P1860340.jpg,16,1646,823,1776,944
P1860342.jpg,16,11,588,145,742
P1860342.jpg,16,2297,611,2472,763
P1860345.jpg,16,2668,628,2766,726
P1860364.jpg,16,3315,831,3485,998
P1860373.jpg,16,1718,922,1856,1066
P1860392.jpg,16,1605,925,1675,1006
P1860393.jpg,16,2315,1456,2402,1534
P1860646.jpg,16,2536,1770,2694,1930
P1860650.jpg,16,3903,981,4008,1081
1006.jpg,17,1420,131,1481,195
P1860093.jpg,17,3136,1278,3214,1356
Screenshot (102).png,18,1701,615,1729,643
Screenshot (103).png,18,2126,516,2181,570
Screenshot (76).png,18,1014,453,1049,488
Screenshot (77).png,18,793,167,860,234
P1860112.jpg,18,1743,948,1938,1145
P1860113.jpg,18,2483,295,2824,644
1014.jpg,19,1304,686,1315,697
1015.jpg,19,1357,663,1374,680
1016.jpg,19,1374,657,1395,679
1017.jpg,19,1491,660,1535,704
1027.jpg,19,792,639,805,652
1028.jpg,19,886,596,900,616
1029.jpg,19,703,609,734,649
1035.jpg,19,307,602,331,622
Screenshot (138).png,19,1505,671,1572,738
Screenshot (140).png,19,2081,682,2116,713
Screenshot (141).png,19,963,610,1026,677
Screenshot (49).png,19,1022,758,1052,791
Screenshot (50).png,19,890,764,944,823
135.jpg,19,312,332,383,390
69.jpg,19,758,442,777,461
70.jpg,19,549,437,582,469
P1830995.jpg,19,2644,1894,2698,1951
P1840034.jpg,19,1266,1213,1337,1285
P1840035.jpg,19,1449,1561,1506,1646
P1840036.jpg,19,1323,1613,1415,1704
P1840037.jpg,19,1370,1378,1481,1490
P1840038.jpg,19,491,913,711,1128
P1840050.jpg,19,481,1597,721,1837
P1840069.jpg,19,1084,1294,1550,1771
P1840112.jpg,19,2504,1992,2591,2082
P1840113.jpg,19,2346,1924,2501,2078
P1840143.jpg,19,1062,1786,1162,1886
P1840144.jpg,19,458,1687,624,1852
P1840452.jpg,19,1141,1572,1267,1697
P1840453.jpg,19,960,1708,1144,1889
P1840454.jpg,19,576,1263,868,1548
P1840512.jpg,19,3476,1400,3700,1618
P1840513.jpg,19,4067,1481,4422,1821
P1860045.jpg,19,1641,1759,1712,1843
P1860046.jpg,19,3600,1901,3667,1963
P1860048.jpg,19,2604,1815,2697,1909
P1860049.jpg,19,1071,1168,1316,1410
P1860086.jpg,19,1306,2167,1428,2289
P1860087.jpg,19,1050,2030,1215,2194
Screenshot (320).png,20,748,570,778,608
Screenshot (73).png,20,1322,666,1345,689
Screenshot (74).png,20,1131,670,1166,704
Screenshot (75).png,20,968,624,1038,694
117.jpg,20,712,452,734,473
118.jpg,20,240,417,307,484
DSC-0108.jpg,20,2826,1090,2918,1180
P1830947.jpg,20,1603,1203,1702,1302
P1830948.jpg,20,1592,1009,1713,1130
P1830949.jpg,20,3788,502,3928,643
P1830950.jpg,20,1,1,395,409
P1830981.jpg,20,2301,1662,2392,1752
P1830982.jpg,20,686,1287,851,1450
P1840355.jpg,20,2731,2092,2846,2208
P1840356.jpg,20,1474,1916,1669,2113
P1840357.jpg,20,4225,1073,4375,1215
P1840604.jpg,20,793,1128,1072,1400
1012.jpg,21,1053,540,1096,580
1013.jpg,21,1126,449,1155,479
1021.jpg,21,1115,591,1132,608
1022.jpg,21,1543,855,1566,877
1022.jpg,21,1208,861,1229,882
1023.jpg,21,1109,709,1149,747
1023.jpg,21,1708,703,1750,742
1046.jpg,21,1117,515,1153,548
1046.jpg,21,1778,496,1812,536
103.jpg,21,721,439,741,458
P1830965.jpg,21,3229,1304,3386,1461
P1830975.jpg,21,1155,1349,1385,1540
P1840066.jpg,21,2715,1957,2849,2090
P1840067.jpg,21,2939,2150,3087,2296
P1840068.jpg,21,3912,1549,4152,1786
P1840070.jpg,21,2423,1703,2488,1770
P1840071.jpg,21,309,1329,605,1613
P1840098.jpg,21,1410,1653,1462,1704
P1840137.jpg,21,1219,1002,1346,1136
P1840140.jpg,21,2233,1669,2332,1769
P1840141.jpg,21,2783,1561,2968,1746
P1840142.jpg,21,3305,815,3649,1150
P1840143.jpg,21,2260,739,2454,929
P1840144.jpg,21,2476,1818,2529,1873
P1840145.jpg,21,2575,965,2679,1069
P1840146.jpg,21,2457,1530,2540,1616
P1840147.jpg,21,3109,1682,3276,1849
P1840148.jpg,21,4183,657,4526,1000
P1840150.jpg,21,2121,1753,2164,1796
P1840151.jpg,21,2483,2062,2518,2099
P1840152.jpg,21,2241,1977,2281,2017
P1840153.jpg,21,1817,1147,1914,1241
P1840154.jpg,21,2366,1790,2412,1859
P1840155.jpg,21,3181,1365,3416,1608
P1840182.jpg,21,2007,1844,2035,1871
P1840301.jpg,21,493,2126,664,2310
P1840303.jpg,21,1977,2135,2052,2213
P1840317.jpg,21,1333,1024,1572,1280
P1840382.jpg,21,2937,1397,3100,1561
P1840383.jpg,21,3832,810,4105,1087
P1840440.jpg,21,414,2116,476,2179
P1840441.jpg,21,2233,1851,2289,1908
P1840501.jpg,21,923,1570,1077,1720
P1840502.jpg,21,709,1442,900,1627
P1840503.jpg,21,2929,1591,3295,1952
P1840505.jpg,21,2124,499,2378,747
P1840506.jpg,21,3354,1238,3613,1500
P1840529.jpg,21,2827,1680,2924,1774
P1840530.jpg,21,241,1240,700,1686
P1840531.jpg,21,1625,1775,1729,1880
P1840532.jpg,21,2343,1961,2488,2104
P1840600.jpg,21,783,1336,1079,1629
P1860077.jpg,21,2450,1201,2654,1471
P1860078.jpg,21,463,2134,511,2184
P1860079.jpg,21,3355,1584,3584,1813
P1860084.jpg,21,2722,1639,2883,1799
P1860090.jpg,21,2134,1432,2238,1536
P1860095.jpg,21,2604,1715,2656,1771
P1860096.jpg,21,2453,1683,2531,1740
P1860097.jpg,21,940,1324,1202,1515
P1860098.jpg,21,152,1061,544,1448
P1860339.jpg,21,649,1025,857,1216
P1860652.jpg,21,951,505,961,515
P1860652.jpg,21,1132,506,1144,516
Screenshot (104).png,22,474,546,539,599
Screenshot (105).png,22,612,471,747,607
Screenshot (106).png,22,1014,546,1066,597
Screenshot (107).png,22,1113,554,1146,585
Screenshot (108).png,22,1182,591,1210,617
Screenshot (108).png,22,1540,607,1566,631
Screenshot (109).png,22,1125,584,1158,617
Screenshot (109).png,22,1590,600,1622,632
Screenshot (110).png,22,1011,573,1060,619
Screenshot (110).png,22,1672,597,1721,642
Screenshot (111).png,22,766,550,835,625
Screenshot (111).png,22,1861,589,1944,667
Screenshot (112).png,22,1857,600,1903,649
Screenshot (113).png,22,707,569,722,584
Screenshot (113).png,22,138,544,173,567
Screenshot (114).png,22,657,565,672,579
Screenshot (142).png,22,931,488,965,526
Screenshot (143).png,22,752,477,795,525
Screenshot (147).png,22,607,510,663,563
Screenshot (148).png,22,899,521,928,550
Screenshot (174).png,22,678,482,742,544
Screenshot (20).png,22,1099,521,1128,549
Screenshot (21).png,22,710,504,773,567
Screenshot (245).png,22,979,569,1024,616
Screenshot (246).png,22,689,577,757,655
Screenshot (65).png,22,1637,661,1667,691
Screenshot (65).png,22,971,673,1000,702
Screenshot (66).png,22,640,662,686,715
Screenshot (66).png,22,1846,639,1903,693
Screenshot (85).png,22,1671,290,1692,312
Screenshot (86).png,22,1787,248,1814,277
Screenshot (87).png,22,1978,146,2019,189
Screenshot (88).png,22,1889,342,1923,378
Screenshot (97).png,22,1104,629,1133,658
Screenshot (98).png,22,1017,621,1056,657
Screenshot (99).png,22,452,565,547,661
1.jpg,22,581,490,600,507
1.jpg,22,886,483,900,497
100.jpg,22,760,415,775,429
101.jpg,22,356,350,408,403
23.jpg,22,653,410,669,425
24.jpg,22,539,433,567,458
55.jpg,22,705,443,725,463
64.jpg,22,985,530,1000,544
65.jpg,22,1236,524,1258,546
66.jpg,22,1767,468,1854,543
93.jpg,22,757,422,780,443
94.jpg,22,500,367,564,430
P1840181.jpg,22,1702,1686,1730,1713
P1840184.jpg,22,1865,1929,1933,1998
P1840185.jpg,22,2839,1730,2877,1768
P1840260.jpg,22,1766,1243,1932,1390
P1840261.jpg,22,625,550,1218,1078
P1840279.jpg,22,1473,1661,1584,1786
P1840280.jpg,22,1407,1538,1554,1682
P1840281.jpg,22,1127,1329,1295,1499
P1840282.jpg,22,642,1054,905,1313
P1840283.jpg,22,217,722,534,1050
P1840285.jpg,22,778,1102,1014,1341
P1840555.jpg,22,1339,1789,1464,1915
P1840556.jpg,22,1246,1553,1401,1706
P1840557.jpg,22,1006,1521,1205,1719
P1840558.jpg,22,432,1347,701,1612
P1860064.jpg,22,1515,1878,1645,2010
P1860065.jpg,22,1135,1745,1280,1885
P1860067.jpg,22,510,1702,666,1859
P1860068.jpg,22,251,1300,520,1582
1007.jpg,23,750,805,774,835
1007.jpg,23,1602,796,1641,833
1008.jpg,23,1880,787,1965,867
1008.jpg,23,218,806,251,865
1014.jpg,23,1085,699,1149,761
1014.jpg,23,2240,669,2330,744
1050.jpg,23,782,546,857,624
1050.jpg,23,2080,504,2161,587
1051.jpg,23,1056,544,1096,583
1051.jpg,23,1736,523,1778,568
P1840387.jpg,23,1091,1121,1336,1366
P1840475.jpg,23,2904,1663,3149,1907
P1840476.jpg,23,2977,1362,3301,1681
P1840477.jpg,23,3290,1018,3745,1478
1043.jpg,24,1248,703,1274,730
1043.jpg,24,1629,713,1659,740
1044.jpg,24,1766,694,1824,748
1044.jpg,24,1054,682,1101,733
1045.jpg,24,2109,640,2246,769
1045.jpg,24,520,621,614,738
149.jpg,24,1473,426,1501,455
151.jpg,24,1236,460,1252,477
152.jpg,24,1314,469,1339,492
153.jpg,24,1305,376,1330,397
154.jpg,24,1499,319,1557,358
80.jpg,24,664,511,689,536
81.jpg,24,1295,483,1336,525
83.jpg,24,721,534,746,560
83.jpg,24,1257,518,1286,544
84.jpg,24,1109,544,1126,560
85.jpg,24,1332,466,1369,504
89.jpg,24,791,567,807,582
90.jpg,24,1571,447,1645,537
P1830928.jpg,24,1730,1435,1782,1488
P1830929.jpg,24,1400,1302,1499,1401
P1830930.jpg,24,1671,1424,1725,1476
P1830931.jpg,24,788,1440,896,1543
P1830942.jpg,24,2022,1329,2053,1359
P1830943.jpg,24,2302,817,2362,878
P1830944.jpg,24,2178,1485,2239,1546
P1830945.jpg,24,2395,1187,2489,1279
P1830946.jpg,24,3346,947,3489,1090
P1830952.jpg,24,2324,1254,2369,1300
P1830953.jpg,24,2243,1346,2294,1397
P1830954.jpg,24,2579,1155,2643,1219
P1830955.jpg,24,2718,1079,2791,1152
P1830956.jpg,24,4028,947,4229,1148
P1840077.jpg,24,1668,1810,1744,1887
P1840078.jpg,24,551,1424,716,1584
P1840079.jpg,24,1225,1582,1373,1728
P1840080.jpg,24,487,1214,714,1440
P1840081.jpg,24,2551,1640,2603,1689
P1840104.jpg,24,546,1426,762,1641
P1840104.jpg,24,4118,1395,4338,1613
P1840106.jpg,24,1538,576,1713,752
P1840107.jpg,24,1421,1516,1572,1667
P1840108.jpg,24,792,1432,1073,1709
P1840229.jpg,24,654,1388,840,1570
P1840352.jpg,24,2777,1254,2958,1444
P1840353.jpg,24,3487,870,3799,1183
P1840354.jpg,24,1720,141,2378,865
P1840360.jpg,24,811,1410,1286,1911
P1840364.jpg,24,3126,1668,3207,1746
P1840365.jpg,24,3126,1675,3277,1826
P1840366.jpg,24,3259,1630,3454,1825
P1840367.jpg,24,4278,1170,4590,1544
P1840426.jpg,24,866,1218,1078,1424
P1840450.jpg,24,2988,2209,3069,2292
P1840451.jpg,24,3546,1792,3678,1927
P1840486.jpg,24,1136,1129,1537,1550
P1840521.jpg,24,2069,1817,2120,1867
P1840522.jpg,24,2094,1751,2146,1804
P1840523.jpg,24,1765,1503,1847,1573
P1840524.jpg,24,2767,1605,2877,1718
P1840525.jpg,24,2948,1456,3077,1586
P1840526.jpg,24,2200,1717,2244,1760
P1860340.jpg,24,2605,1230,2702,1314
P1860343.jpg,24,1414,1300,1499,1386
P1860344.jpg,24,307,1257,516,1459
P1860360.jpg,24,1579,2696,1700,2828
P1860361.jpg,24,907,1779,1127,1998
P1860363.jpg,24,992,1529,1167,1701
P1860364.jpg,24,1026,1282,1402,1669
P1860641.jpg,24,2313,1298,2541,1526
P1860650.jpg,24,1518,1402,1689,1580
P1860656.jpg,24,857,561,878,581
P1860656.jpg,24,1217,563,1240,585
Screenshot (314).png,25,1052,527,1082,557
Screenshot (315).png,25,784,539,843,599
P1840063.jpg,25,2999,1523,3149,1673
P1840064.jpg,25,3106,1643,3320,1856
P1840065.jpg,25,3951,1694,4344,2076
P1840070.jpg,25,779,1399,979,1594
P1840070.jpg,25,1494,1725,1562,1792
P1840071.jpg,25,1566,1821,1642,1897
P1840071.jpg,25,2605,1782,2679,1857
P1840072.jpg,25,1386,1842,1494,1949
P1840072.jpg,25,2873,1797,2977,1905
P1840073.jpg,25,1779,1541,1909,1668
P1840074.jpg,25,2064,1752,2254,1942
P1840533.jpg,25,1902,1918,1954,1972
P1840533.jpg,25,2884,1924,2937,1977
P1840534.jpg,25,2003,1609,2067,1675
P1840534.jpg,25,3207,1605,3274,1671
P1840535.jpg,25,1288,2024,1392,2128
P1840535.jpg,25,3184,1968,3288,2069
P1840536.jpg,25,1013,1516,1158,1659
P1840536.jpg,25,3556,1468,3695,1607
P1840537.jpg,25,456,1614,681,1832
P1840537.jpg,25,4335,1537,4551,1751
P1840541.jpg,25,1073,1834,1230,1991
P1840541.jpg,25,2904,1852,3061,2009
P1840542.jpg,25,711,1348,941,1574
P1840542.jpg,25,3394,1405,3627,1636
P1840559.jpg,25,3499,1766,3570,1837
P1840560.jpg,25,557,1375,827,1640
P1840561.jpg,25,1921,1512,2126,1712
P1840562.jpg,25,1357,1075,1635,1356
P1840563.jpg,25,972,691,1373,1092
16.jpg,26,615,446,630,460
16.jpg,26,847,441,859,453
31.jpg,26,572,470,602,498
31.jpg,26,995,463,1016,483
32.jpg,26,354,459,414,514
32.jpg,26,1197,445,1235,486
33.jpg,26,835,507,844,516
34.jpg,26,573,490,595,508
35.jpg,26,365,420,404,453
40.jpg,26,833,458,848,473
40.jpg,26,1051,448,1066,463
41.jpg,26,624,448,660,486
41.jpg,26,1183,425,1217,459
42.jpg,26,449,419,499,477
42.jpg,26,1291,388,1335,439
51.jpg,26,683,450,697,464
51.jpg,26,895,444,908,457
52.jpg,26,591,432,617,455
52.jpg,26,968,421,990,444
53.jpg,26,434,435,479,477
53.jpg,26,1076,419,1108,453
6.jpg,26,437,304,476,341
6.jpg,26,915,296,939,321
DSC-0329.jpg,26,952,999,1034,1081
DSC-0333.jpg,26,3213,639,3453,879
131.jpg,27,836,194,892,253
P1840138.jpg,27,1,991,226,1286
P1840139.jpg,27,2716,301,3329,922
P1840236.jpg,27,1739,1217,1919,1397
P1840387.jpg,27,3577,922,3769,1110
P1840596.jpg,27,2293,1461,2417,1589
P1840597.jpg,27,2257,1428,2417,1592
P1840598.jpg,27,1,885,271,1181
P1860090.jpg,27,587,1744,677,1824
P1860091.jpg,27,2597,1580,2761,1745
P1860092.jpg,27,3874,1021,4156,1298
P1860331.jpg,27,864,636,1059,816
Screenshot (16).png,28,296,233,452,371
Screenshot (17).png,28,903,585,951,629
Screenshot (18).png,28,1004,640,1036,670
Screenshot (19).png,28,1051,668,1074,690
10.jpg,28,801,493,822,514
10.jpg,28,1157,477,1180,499
2.jpg,28,574,440,598,460
2.jpg,28,882,457,897,473
P1860277.jpg,28,2000,1458,2082,1539
P1860277.jpg,28,3124,1450,3206,1531
P1860279.jpg,28,1940,1685,2024,1769
P1860279.jpg,28,3068,1687,3151,1768
P1860280.jpg,28,1898,1641,1978,1720
1036.jpg,29,837,484,867,516
1037.jpg,29,522,463,583,521
1077.jpg,29,1096,445,1112,464
1077.jpg,29,1388,434,1399,447
1078.jpg,29,771,709,830,770
1094.jpg,29,1298,369,1328,401
1095.jpg,29,729,462,798,536
1100.jpg,29,792,503,851,560
1101.jpg,29,779,549,834,611
1102.jpg,29,1034,554,1070,595
1103.jpg,29,1029,515,1054,539
Screenshot (70).png,29,387,788,457,840
134.jpg,29,730,277,746,299
156.jpg,29,504,451,538,477
P1840156.jpg,29,3208,1546,3400,1742
P1840157.jpg,29,2197,2012,2247,2078
P1840199.jpg,29,1651,1768,1724,1892
P1840199.jpg,29,2582,1649,2614,1684
P1840200.jpg,29,2760,1742,2794,1784
P1840200.jpg,29,3396,1721,3426,1764
P1840201.jpg,29,1575,1502,1614,1561
P1840291.jpg,29,475,1611,588,1720
P1840301.jpg,29,3594,1155,3875,1501
P1840303.jpg,29,2350,2092,2454,2223
P1840303.jpg,29,3187,1036,3548,1391
P1840303.jpg,29,3203,1521,3504,1883
P1840304.jpg,29,1582,1761,1635,1816
P1840304.jpg,29,1945,1711,2010,1780
P1840304.jpg,29,2477,1504,2590,1624
P1840304.jpg,29,3118,1218,3335,1482
P1840413.jpg,29,1494,1526,1580,1617
P1840414.jpg,29,3634,1155,3697,1279
P1860037.jpg,29,3664,876,3966,1197
P1860041.jpg,29,1172,1302,1345,1534
P1860042.jpg,29,735,660,1078,1083
P1860046.jpg,29,3836,1882,3889,1955
P1860049.jpg,29,1929,1166,2113,1427
P1860070.jpg,29,2992,2360,3030,2399
P1860071.jpg,29,1162,1887,1291,2014
P1860078.jpg,29,1035,2084,1099,2147
P1860078.jpg,29,1618,2123,1695,2212
P1860078.jpg,29,2730,2027,2869,2187
P1860078.jpg,29,2738,1815,2897,1974
P1860079.jpg,29,244,2191,298,2245
P1860079.jpg,29,883,2114,954,2187
P1860079.jpg,29,1594,2123,1687,2231
P1860079.jpg,29,3344,1887,3555,2117
P1860080.jpg,29,1328,2184,1393,2248
P1860080.jpg,29,1942,2124,2029,2214
P1860080.jpg,29,3229,1822,3396,1987
P1860337.jpg,29,3296,1,3572,262
P1860338.jpg,29,1,395,270,746
P1860395.jpg,29,91,1386,343,1626
P1860395.jpg,29,837,1381,943,1495
1026.jpg,30,209,601,310,669
1033.jpg,30,1351,500,1370,519
1086.jpg,30,1122,646,1142,666
1087.jpg,30,1009,642,1049,683
1088.jpg,30,724,644,835,755
1104.jpg,30,1265,397,1280,413
1107.jpg,30,721,487,761,526
Screenshot (91).png,30,1115,518,1146,548
Screenshot (92).png,30,1013,504,1062,553
Screenshot (93).png,30,556,455,691,576
125.jpg,30,601,389,647,438
92.jpg,30,919,270,951,302
DSC-0129.jpg,30,1617,1191,1643,1217
DSC-0130.jpg,30,1387,1116,1426,1155
P1830969.jpg,30,1934,1388,1965,1419
P1830970.jpg,30,2026,1644,2066,1684
P1830975.jpg,30,1167,1136,1381,1362
P1830976.jpg,30,793,508,900,651
P1830978.jpg,30,1224,1460,1482,1714
P1830999.jpg,30,93,772,453,1147
P1840002.jpg,30,1298,1891,1369,1980
P1840005.jpg,30,4205,1461,4332,1675
P1840007.jpg,30,699,1719,848,1878
P1840011.jpg,30,1344,1817,1453,1944
P1840011.jpg,30,1416,1964,1490,2038
P1840011.jpg,30,1672,2041,1724,2096
P1840012.jpg,30,2111,1034,2235,1160
P1840012.jpg,30,2707,1752,2747,1794
P1840012.jpg,30,3020,1671,3066,1742
P1840012.jpg,30,1416,1749,1475,1811
P1840012.jpg,30,1500,1885,1537,1922
P1840013.jpg,30,2270,1883,2391,2004
P1840014.jpg,30,2212,1377,2382,1548
P1840017.jpg,30,3410,1280,3584,1450
P1840041.jpg,30,2571,1176,2631,1236
P1840058.jpg,30,2902,1656,3144,1895
P1840094.jpg,30,921,1111,1037,1225
P1840095.jpg,30,2385,962,2544,1123
P1840095.jpg,30,3000,1439,3046,1486
P1840096.jpg,30,3107,1,3510,329
P1840096.jpg,30,3558,1816,3621,1877
P1840097.jpg,30,783,1024,881,1118
P1840100.jpg,30,1598,1542,1680,1643
P1840102.jpg,30,3951,1503,4059,1631
P1840134.jpg,30,1490,1067,1574,1151
P1840135.jpg,30,1460,778,1574,894
P1840136.jpg,30,1271,335,1448,510
P1840137.jpg,30,413,820,565,1067
P1840140.jpg,30,2616,1857,2668,1923
P1840179.jpg,30,3921,677,4026,782
P1840181.jpg,30,1464,1499,1485,1520
P1840182.jpg,30,1749,1639,1774,1664
P1840183.jpg,30,1130,2718,1184,2795
P1840184.jpg,30,1061,711,1192,835
P1840185.jpg,30,640,88,814,260
P1840199.jpg,30,3175,1586,3205,1625
P1840200.jpg,30,1492,1794,1598,1970
P1840201.jpg,30,1555,928,1649,1022
P1840217.jpg,30,2643,1197,2805,1366
P1840218.jpg,30,179,989,280,1086
P1840247.jpg,30,1,937,303,1282
P1840306.jpg,30,1740,1247,1933,1470
P1840385.jpg,30,1149,1628,1343,1816
P1840386.jpg,30,571,1247,870,1544
P1840498.jpg,30,3057,1102,3177,1212
P1840499.jpg,30,3041,1070,3158,1180
P1840500.jpg,30,4321,527,4541,727
P1840502.jpg,30,3780,1553,3856,1626
P1840547.jpg,30,1168,1480,1305,1619
P1840595.jpg,30,990,291,1156,459
P1860082.jpg,30,297,1823,437,1960
P1860082.jpg,30,957,2005,1020,2085
P1860083.jpg,30,966,2139,1062,2258
P1860093.jpg,30,544,1322,689,1521
P1860373.jpg,30,3188,1356,3274,1449
P1860635.jpg,30,490,1725,618,1854
1000.jpg,31,1108,475,1123,491
1001.jpg,31,1021,449,1048,474
1001.jpg,31,1054,486,1076,505
1007.jpg,31,798,780,817,797
1007.jpg,31,935,807,946,822
1008.jpg,31,353,762,382,794
1008.jpg,31,726,809,738,827
1056.jpg,31,925,492,966,532
1057.jpg,31,1076,503,1104,531
1068.jpg,31,1258,533,1271,545
1069.jpg,31,1431,408,1443,422
1084.jpg,31,685,677,705,695
1104.jpg,31,983,390,1001,412
Screenshot (129).png,31,1276,606,1289,617
Screenshot (130).png,31,1280,606,1290,615
Screenshot (244).png,31,356,646,414,685
Screenshot (244).png,31,1098,652,1111,664
Screenshot (267).png,31,1190,594,1198,602
Screenshot (268).png,31,1175,594,1187,605
Screenshot (269).png,31,1147,597,1159,610
Screenshot (270).png,31,1082,588,1106,608
Screenshot (279).png,31,1319,518,1327,526
Screenshot (280).png,31,1310,517,1320,525
Screenshot (281).png,31,1301,512,1312,523
Screenshot (291).png,31,1458,601,1480,620
Screenshot (292).png,31,1116,609,1144,631
Screenshot (293).png,31,1063,605,1101,636
Screenshot (302).png,31,1115,676,1133,693
Screenshot (77).png,31,921,746,932,754
119.jpg,31,446,416,471,444
121.jpg,31,733,317,753,336
144.jpg,31,1293,405,1332,440
DSC-0102.jpg,31,1352,1079,1388,1114
DSC-0102.jpg,31,1518,1002,1577,1054
DSC-0134.jpg,31,2542,987,2592,1032
P1830923.jpg,31,1701,1362,1816,1466
P1830957.jpg,31,2100,1498,2150,1544
P1830958.jpg,31,1349,1369,1516,1517
P1830959.jpg,31,458,781,741,1032
P1830972.jpg,31,1,792,235,1120
P1830975.jpg,31,2178,1988,2225,2031
P1830976.jpg,31,609,1187,811,1362
P1840046.jpg,31,2910,2200,2981,2260
